"","recipe_id","category","serving_size_quantity","preparation_time","baking_time","difficulty","type","cooking_skills","age_of_creator","co2emissions","nr_adopters","mean_rating","nr_comments","age_in_weeks"
"7157","8llsng8d-p21py-291637-oro93-fti79gn6","Main dishes - fish",2,132,104,"medium","vegetarian","chefcook",63,50.76,NA,NA,2,1230
"7158","8lmv3k5y-jxj66-771620-5m7dj-2vldedl4",NA,NA,138,NA,"easy","vegetarian","beginner",84,491.79,2,3,5,2198
"7159","8lmwekk1-dqrfx-414856-eo7mq-ywpgixaz","Drinks",15,73,142,"advanced","fish","beginner",-11,494.68,1,1,7,976
"7160","8lpbp07i-ep8mh-702347-2d3ly-lfaub8dy","Breads & rolls",48,35,9,NA,"meat","amateurchef",46,NA,3,3,2,71
"7161","8ls4vrc3-r51y2-679687-i3qma-efu57zz3",NA,9,74,31,"advanced","vegan","beginner",47,644.86,1,5,3,1762
"7162","8lsv5yv9-bam1w-913286-ebz9f-x7epe66l","Main dishes - fish",32,62,80,"easy","vegan","amateurchef",37,8.04,3,4,2,2112
"7163","8luafrvd-y6t15-678816-wbcwm-wjzpvap0","Baking - savoury",29,14,8,"medium","vegan","advanced",40,51.96,2,3,7,1166
"7164","8lypm7jp-u2igj-147405-ww7h8-ki7wmwrd","Baking - savoury",12,113,NA,"advanced","meat","chefcook",69,NA,1,5,NA,2419
"7165","8m14vk65-8kvv6-507601-gg6cu-jx5gksg9","Desserts & sweets",10,81,110,"medium","fish",NA,64,600.07,NA,NA,6,1300
"7166","8m1nj7hm-qdq81-726164-b2a9b-hthjj8b5","Starters",NA,37,18,"medium","vegetarian","beginner",49,78.7,1,3,5,2296
"7167","8m2h3ooc-7ua2u-341212-mum45-2dx1txii","Main dishes - fish",15,126,122,"advanced","vegetarian","amateurchef",-10,475.12,3,4,7,990
"7168","8m2reakd-eisqt-605040-jiueq-6y04ecjm","Drinks",6,129,106,NA,"vegan","amateurchef",36,753.79,1,4,5,108
"7169","8m3qbt01-cwxrt-360025-0wvfo-6gev4qhl","Breads & rolls",20,130,11,"medium","meat","beginner",15,544.24,2,2,NA,142
"7170","8m4f95xa-dut40-061797-0i7x9-h4w81wtt","Drinks",NA,38,142,"easy","vegetarian","amateurchef",37,218.87,3,4.66666666666667,1,2047
"7171","8m4zrwix-93u6k-489545-9692e-d1aujr02","Baking - savoury",NA,56,129,"advanced","vegetarian","chefcook",62,NA,1,3,2,710
"7172","8m5r2svo-3p5hi-828445-a3o83-qgxk1995","Drinks",10,46,147,"easy","meat",NA,46,142.52,1,2,5,181
"7173","8m62rgxy-vzt88-696188-vfbzx-zuhu4wo8","Breads & rolls",21,118,139,NA,"fish","amateurchef",14,361.39,3,3.33333333333333,5,2498
"7174","8m70n7hj-ee92o-156206-y29vm-nlzvvivu","Main dishes - vegetarian",10,79,NA,"advanced","fish","chefcook",15,572.75,NA,NA,1,463
"7175","8mcc7ahf-x1i9i-385090-i7uav-fhilajvc","Main dishes - others",37,NA,52,NA,"vegetarian","advanced",23,649.91,3,4.33333333333333,5,2074
"7176","8mczzdf0-uusft-158044-l4oir-caspwhdx","Main dishes - fish",28,108,109,"easy","vegetarian","chefcook",60,381.75,1,5,5,1636
"7177","8mdbvsi2-gvdmy-866185-pwy16-lnpti275","Baking - savoury",NA,104,51,"advanced",NA,NA,24,179.17,1,3,3,2327
"7178","8mevd8c8-175k5-655502-fj05n-yu5on7gb",NA,25,78,8,"medium","vegetarian","amateurchef",-12,519.21,1,5,3,898
"7179","8mg44zud-aa2rd-330292-l9lsl-fzcazz3g","Breads & rolls",18,102,NA,"medium","fish","advanced",50,290.13,2,2,2,1543
"7180","8mgap1ho-17m4j-324676-ildag-6eowi0i5",NA,35,NA,9,"medium","vegetarian","amateurchef",36,388.65,NA,NA,5,1096
"7181","8mialkvb-6t9wa-630792-dy6am-osjm7a9n","Main dishes - vegetarian",12,NA,NA,"easy","fish",NA,46,NA,NA,NA,5,729
"7182","8mlat22f-b6phl-385601-uchz8-buxo5bhg","Baking - savoury",24,40,51,"easy","vegan",NA,24,1151.48,2,3.5,3,1815
"7183","8mlff9ss-caaws-498235-ytxnl-4yfxkf20",NA,29,57,142,"medium",NA,NA,-5,265.09,NA,NA,4,1786
"7184","8mn5jcgx-2rq1g-288699-7mnp1-xkpfp17h","Side dishes",8,128,120,"medium","vegan","beginner",55,103.14,2,2.5,3,1243
"7185","8msyqbme-wsfbv-890762-1a3hl-kf1pltil","Baking - sweet",NA,107,19,"easy","vegetarian",NA,80,1063.68,4,3,6,1649
"7186","8mtrrgvn-y3awn-943423-go0is-8gpcmx0x",NA,45,94,145,"easy","meat","chefcook",38,734.55,1,1,4,1926
"7187","8mvgw29k-a3h2f-649987-b4hm2-4xbsr88j",NA,NA,148,95,NA,"vegetarian",NA,-25,376.66,1,2,6,539
"7188","8mw2ktvb-0fdb7-856424-miq1y-turl7w85","Main dishes - vegetarian",21,108,67,"easy","meat",NA,-5,368.66,NA,NA,1,224
"7189","8mwi0zp9-5kuuu-506857-b89en-igxioiut","Main dishes - fish",27,13,150,"advanced","vegetarian","chefcook",32,340.17,2,3,6,1199
"7190","8mwktb54-om4p5-948068-xt03e-zz4z21ea","Drinks",4,123,90,NA,"vegetarian","amateurchef",43,606.56,1,3,3,1251
"7191","8mwlyzxt-2x1k1-920749-k735g-5chm6aj8","Desserts & sweets",5,20,81,"easy","vegetarian","beginner",83,132.79,1,3,3,906
"7192","8mxezzns-v6dje-160121-as3ic-hzmz6j12","Starters",31,133,54,"easy",NA,"chefcook",40,68.65,1,4,8,2560
"7193","8myenup1-e3yks-186573-cioy2-ttfsc9dc","Main dishes - vegetarian",16,83,NA,NA,"vegetarian","amateurchef",38,542.99,1,1,5,2459
"7194","8myn8eq6-osgbo-925703-u1v96-5diymtws","Main dishes - fish",36,87,131,"advanced",NA,NA,4,443.21,4,3.25,4,2169
"7195","8mz2bebh-xtif0-709834-nn3fy-uhqrvhne","Drinks",6,33,103,"advanced","vegetarian","beginner",-19,435.8,3,4.33333333333333,3,1220
"7196","8mzircnt-chhdf-171805-3aylq-fepf2oft","Sauces, dips & spreads",37,13,92,"advanced","vegetarian","chefcook",11,376.66,5,1.6,3,1763
"7197","8mzvhg9v-8plhh-763521-2i2an-b3ig6x4r","Baking - savoury",27,49,49,"medium","vegan","beginner",9,NA,3,1.66666666666667,7,1282
"7198","8n08ny8y-zps08-599015-3fo0h-38d0g6rt","Soups",NA,78,63,"advanced","vegan","advanced",79,417.8,2,2.5,5,1721
"7199","8n0pzvdb-9sdnh-993333-94c8c-mp6wytpq","Main dishes - meat",20,107,67,"easy","fish","amateurchef",39,271.1,1,5,5,735
"7200","8n10ebj3-579wy-771017-p0h6m-5do5vfy4","Sauces, dips & spreads",19,32,54,"medium","fish","advanced",47,55.99,2,1.5,10,2429
"7201","8n210vui-79jzm-920013-7v223-taopl2cj","Pasta & rice dishes",33,115,45,"advanced",NA,"chefcook",17,501.63,1,1,7,2381
"7202","8n24lxt3-mglkj-184507-n5x11-vhozy0dr","Baking - sweet",38,4,114,"advanced","vegetarian","beginner",18,328.54,NA,NA,8,2137
"7203","8n33463y-twayu-095016-muwya-chccl3ex","Side dishes",NA,NA,140,"advanced","vegan",NA,24,213.1,1,4,NA,1409
"7204","8n3p1ie4-ycvt1-990896-gnj44-4facc244","Desserts & sweets",NA,60,35,"medium","vegetarian","amateurchef",34,NA,2,1.5,4,1663
"7205","8n4wq9md-8d5aq-292257-gxhzd-qbtdfqmf","Desserts & sweets",NA,105,92,"medium","fish","beginner",51,323.18,3,4.66666666666667,6,371
"7206","8n6831en-ypsld-240633-b77iu-wwjhb71z","Main dishes - others",44,89,83,"advanced","meat","beginner",16,NA,2,1.5,3,1597
"7207","8n89ymci-wd733-994865-8inqk-vpwhv1u7","Baby food",37,148,NA,"easy",NA,NA,46,21.12,1,2,5,775
"7208","8nf8mbtp-f91n0-871328-j1jqp-1irt74ut","Starters",19,NA,64,"advanced","fish","amateurchef",67,899.88,1,5,1,1546
"7209","8njmrffm-xh5eo-484925-86qov-szvfpmdg","Starters",45,83,NA,NA,"vegan","amateurchef",58,341.99,3,4.33333333333333,6,567
"7210","8nkgq22k-km166-489500-vwvfq-6m90vt9r","Sauces, dips & spreads",27,96,19,"medium","fish","amateurchef",32,284.12,NA,NA,4,1670
"7211","8nns37h1-v53kx-825084-hg87k-2r5b8hpp","Main dishes - meat",39,8,148,"advanced",NA,"amateurchef",60,15.12,NA,NA,6,1988
"7212","8nqa4hbl-i30ih-411886-jp143-an8kfooc","Sauces, dips & spreads",NA,62,81,"easy","fish","amateurchef",18,155.86,2,2.5,7,2515
"7213","8nshvech-9a88h-924157-v90jz-gjvsxp2k",NA,3,27,NA,"easy","fish","beginner",54,NA,2,4.5,4,207
"7214","8ntet4en-i711b-182833-owq4a-m0i33d19",NA,46,96,41,NA,"meat","advanced",17,142.88,2,2,7,240
"7215","8ntov8tx-f9efk-833380-asmd4-tokojk6s","Starters",30,NA,NA,"medium","vegan",NA,60,457.04,2,1,2,907
"7216","8nvwcz4z-njh8d-826259-kqa5d-t2uhx3y4",NA,36,20,106,"medium","fish","advanced",9,167.01,NA,NA,3,1743
"7217","8o2c69fw-l1m9f-771399-ybh98-6nau9cbr",NA,33,125,147,"medium","vegan","chefcook",23,300.31,2,4,6,1503
"7218","8o2g231n-bw2fr-790482-t6pkz-rhclx51k","Main dishes - vegetarian",28,117,NA,"easy","meat","advanced",47,435.88,5,3.2,5,2219
"7219","8o3krip7-5hld1-578848-l6p8h-ja014i35","Main dishes - fish",40,20,115,NA,"vegan","chefcook",42,NA,3,4.33333333333333,9,2205
"7220","8o3xvmwr-mudi1-156094-gduth-y8h6qtmm","Breads & rolls",NA,58,131,"advanced","fish","beginner",31,50.1,NA,NA,4,674
"7221","8o6ku9yp-2whid-987394-uxetq-iibkmnkk","Basics",5,38,75,"easy",NA,"advanced",65,NA,NA,NA,2,2061
"7222","8o6t3x9l-llquy-520096-u9ge9-cbe834ko","Main dishes - others",32,11,135,"medium","vegetarian","chefcook",19,150.98,NA,NA,7,2009
"7223","8o9f6an6-91702-239383-jm0id-4sv8xvzk","Starters",25,NA,34,"easy","vegan","amateurchef",37,190.2,NA,NA,4,1724
"7224","8oaeite5-f8oft-146848-c1f7r-z9guhwj5","Breads & rolls",19,58,109,"easy","vegetarian","chefcook",-29,247.73,1,4,4,1567
"7225","8oanvptc-9d2jq-906621-n0pz5-znv8afyw","Starters",40,43,116,NA,"fish","advanced",47,NA,1,2,3,884
"7226","8odu31fg-7klmu-393271-lgn3o-5zmgzdm2","Main dishes - others",7,127,36,"advanced","vegetarian","beginner",79,NA,NA,NA,7,488
"7227","8oe2xbss-qlm8i-345216-vawbx-lbe15rh7",NA,17,42,33,"easy","fish","advanced",58,1154.52,2,3.5,7,180
"7228","8oe2zvgh-f8gry-101982-xxr2m-n8obn6eg","Main dishes - others",22,120,58,"advanced","fish","amateurchef",9,384.41,2,1.5,1,1091
"7229","8oiselo5-uupxz-492065-1zt6c-a4n0w53p","Breads & rolls",37,NA,1,"easy","vegan","amateurchef",19,29.04,NA,NA,4,608
"7230","8oj607mr-uxup5-734635-viod6-b421hj85","Drinks",NA,113,97,"medium",NA,NA,77,381.63,2,4,2,1096
"7231","8okgleyg-fmby3-264775-jons4-yc7whrsc","Main dishes - fish",1,99,NA,"advanced","vegetarian","beginner",43,295.22,1,1,3,2583
"7232","8oln0ptl-ka2uq-844762-eyi6s-d3ho1kyg","Main dishes - others",46,91,35,"advanced","vegan","chefcook",-29,398.94,3,3,4,142
"7233","8onwzmcd-cz3ot-021774-77l3o-rpo1f0rn","Drinks",NA,NA,98,"medium",NA,"beginner",68,487.91,NA,NA,4,1359
"7234","8oos84gv-otfyg-376467-0dtgl-d6y62oe0","Starters",12,19,NA,"advanced","vegetarian","advanced",80,229.78,1,4,2,2136
"7235","8op26rad-cftdl-305575-kajeh-7vrgqmjb","Soups",35,34,140,"medium","meat","amateurchef",42,407.85,1,4,9,1159
"7236","8oqjsuvy-tvtk5-591745-msl7o-lanlqv5l",NA,35,21,122,"advanced","vegetarian","chefcook",63,376.77,1,1,3,525
"7237","8orfte8g-2jl8x-297931-3bm70-w23nbl4p","Basics",14,110,34,"advanced",NA,"amateurchef",-7,450.64,1,4,6,1636
"7238","8orobe76-trgob-213031-4sljh-9iykxgpr","Pasta & rice dishes",23,43,9,"easy","vegan",NA,20,285.03,1,2,3,828
"7239","8otnjugh-wryh4-181565-1frdc-j0ud4gff","Main dishes - fish",44,146,15,"advanced","meat","beginner",-2,NA,NA,NA,8,101
"7240","8oulx6uy-9x7t3-241864-ybfbj-x79i30rp",NA,NA,23,30,NA,"vegetarian","advanced",55,285.04,5,4,4,1149
"7241","8owoae4r-vlqag-734313-9rh72-1ywbdzxs","Basics",31,9,NA,"advanced","fish","beginner",43,371.52,1,2,1,2445
"7242","8owp0i9a-kal65-713658-1utm1-i6kozdmx","Main dishes - meat",5,26,59,"advanced",NA,"amateurchef",79,255.81,1,1,7,843
"7243","8oz4w7a6-euxpa-633702-25m50-9zmrxd28","Main dishes - vegetarian",26,74,104,"easy","vegetarian","advanced",9,14.4,2,2,5,916
"7244","8p3rlykg-3358z-705070-ov7t8-w8fklnlx","Starters",21,10,133,"advanced","meat","amateurchef",-1,310.49,2,4,13,942
"7245","8p5h509f-ewzx8-493837-bn9t6-y6j18e1j","Breads & rolls",9,25,29,"advanced","vegetarian",NA,14,40.14,2,4.5,3,289
"7246","8p5omind-cezff-946471-mf5sp-8njsebz7","Side dishes",34,112,25,"medium",NA,"chefcook",40,498.09,NA,NA,8,1116
"7247","8p6tlpge-hv0ad-825573-90awb-munzlb7t","Baby food",26,8,NA,"easy","vegan",NA,80,264.16,1,4,4,2398
"7248","8p6zy8xw-qy8h3-966052-jtohj-9q71bkoj","Breads & rolls",17,21,27,"medium","fish","chefcook",31,724.11,1,3,5,1192
"7249","8p8z75rm-xw4sb-215455-a6ejn-khxdxv3x","Sauces, dips & spreads",NA,54,88,"easy","vegetarian","chefcook",69,395.22,2,2,6,828
"7250","8p9htaek-u9dcs-844083-xvo7k-66dui1q4","Desserts & sweets",45,NA,NA,"easy","meat","amateurchef",4,578.84,3,3.33333333333333,4,403
"7251","8p9p4qig-oqxaz-571622-nih7c-s1irupg9","Main dishes - fish",4,139,NA,NA,"vegetarian",NA,24,82.53,4,3.25,8,2304
"7252","8pa9wcay-8x8pv-151798-60dqe-zd99h7bd",NA,49,27,139,"easy","meat",NA,39,342.87,1,1,5,2525
"7253","8patvrtm-jwc0l-044972-k77q7-pdn86aio","Pasta & rice dishes",10,115,88,"easy","vegan","advanced",51,580.25,NA,NA,8,2224
"7254","8pbhm6w8-04po0-559362-mzfgp-9d2kl9ov","Soups",NA,NA,92,"advanced","vegan","beginner",54,366.48,3,2.33333333333333,6,581
"7255","8pdm7h5z-i1gt4-767648-yrlxl-kv12k1s8",NA,25,108,101,"advanced","fish","advanced",52,103.62,NA,NA,7,1820
"7256","8pea643m-ewd18-987817-3rnik-c1l2vesp",NA,39,63,112,"easy","vegetarian","chefcook",38,198.86,1,2,4,777
"7257","8pefdpo1-ojc56-729681-dmmqy-ej5slxyq","Drinks",25,65,134,"easy","vegetarian","chefcook",4,45.96,4,2.5,7,2172
"7258","8pfebul1-v5aqm-992396-nmga2-qon1kx5r","Pasta & rice dishes",28,NA,NA,"advanced","fish","amateurchef",-2,510.45,1,3,4,1697
"7259","8pfh64vy-nzf51-424741-axyhv-ss51udpf","Desserts & sweets",6,65,19,NA,"meat","beginner",54,747.3,1,2,6,1243
"7260","8pgwbub2-ojk8f-805222-8ziln-up97omcz","Baking - savoury",20,22,121,"easy","meat","chefcook",46,NA,NA,NA,6,2260
"7261","8ph5gj4m-mgyap-055966-ctxlu-nbzpvj0p","Main dishes - others",35,57,127,"advanced","vegetarian","chefcook",76,26.76,3,3,6,1575
"7262","8phra2fa-85z7g-379498-4c5s0-8ktkmcaa","Baby food",1,94,NA,"medium","vegetarian","amateurchef",-21,60.35,4,2.75,3,1001
"7263","8pi8rgmg-avzpi-333809-vjhly-4mpl8263","Starters",6,NA,23,"easy","vegetarian","advanced",11,727.9,4,3,1,694
"7264","8pjn072e-gzwj6-318229-ytg8z-wmmcn52n",NA,6,77,82,"easy",NA,"amateurchef",4,484.5,NA,NA,4,1016
"7265","8pnjbuei-g39gk-290687-jyw3o-fdbxmx55","Main dishes - vegetarian",NA,105,44,NA,"vegan","beginner",47,279.8,4,2.25,6,650
"7266","8ppxdr9i-20tvb-077573-b6ih1-m5569qgz","Sauces, dips & spreads",13,139,117,"easy","meat","chefcook",21,274.86,1,3,7,1598
"7267","8prm00z1-vj43c-448449-4fdke-dmxmcqdp","Main dishes - vegetarian",32,140,88,"medium",NA,"chefcook",40,742.9,2,3.5,8,1420
"7268","8q0iaz8p-hpfbw-723271-436om-u1vu9k9m","Drinks",21,121,30,"medium","meat","beginner",-3,212.43,3,2.33333333333333,6,2488
"7269","8q29tdo0-fma87-685800-n9dd4-ek4478u1","Side dishes",24,66,138,"easy","fish","amateurchef",57,248.56,NA,NA,7,1037
"7270","8q2pegzy-b5tkd-143068-1q3iy-4hgde3ct","Main dishes - fish",NA,142,126,"easy","meat","amateurchef",66,1239.12,4,2.5,2,1266
"7271","8q438nz9-f6ugx-861030-0uvjw-wn34nh43","Starters",24,56,NA,NA,"vegetarian","beginner",-3,772.74,1,4,4,54
"7272","8q59t46v-qc97l-989621-tu8pn-1tb3myw8","Main dishes - others",34,70,59,"medium",NA,"beginner",19,NA,2,3.5,3,731
"7273","8q62jtrq-9vnai-324309-9lo3o-5xuojtrk","Main dishes - meat",34,18,66,NA,"meat","advanced",63,1196.41,3,2,1,545
"7274","8q8k2sh0-4xr2f-959677-faa2r-u2h7q86u","Baby food",NA,58,91,"easy","vegan","amateurchef",43,NA,3,3.33333333333333,1,1162
"7275","8q9y0ghf-ecw8g-326466-hbff9-xztx2qi5","Sauces, dips & spreads",4,3,98,"easy","fish","chefcook",22,300.68,2,2,4,1956
"7276","8qgzcmja-dyyvg-070059-vazsh-7g7crrxc","Soups",21,NA,60,NA,"meat","amateurchef",56,949.27,3,3.33333333333333,6,2467
"7277","8qkcq3mt-snesv-303240-gyout-8a9i2krk","Main dishes - fish",20,13,58,"easy","meat","amateurchef",19,564.06,NA,NA,3,1613
"7278","8qkykue5-q6ogi-451057-yt9m3-sn5miwf6","Main dishes - others",35,125,35,"advanced","meat","beginner",48,917.02,1,5,4,1722
"7279","8ql25nlp-h4116-518180-treu2-3mahfp8p","Pasta & rice dishes",NA,103,92,"advanced","meat","amateurchef",84,725.35,1,1,4,2462
"7280","8ql2aecz-qeqx6-737736-la763-9ueuh23p","Side dishes",14,75,133,"advanced","vegetarian",NA,-5,462.46,NA,NA,3,1709
"7281","8qmm4jkj-23emv-388357-do7qs-5gqtwzvk","Baking - sweet",49,143,135,"advanced","vegan",NA,24,658.6,1,2,4,2259
"7282","8qogl0m3-jqrf2-864793-u28r6-6mab7ya8","Soups",1,20,NA,"medium","meat","beginner",79,809.52,2,2.5,2,533
"7283","8qplrt08-7paia-936277-t8ro7-c0quh0ao","Baby food",35,64,98,"easy","vegetarian","amateurchef",12,431.08,NA,NA,4,1391
"7284","8qrni0f8-z0od8-584683-vsi1h-72hof40t","Drinks",40,38,NA,"easy","vegan",NA,24,NA,2,3,3,2219
"7285","8qtjkx0z-rntsh-506941-3fdmg-jook07wq","Main dishes - meat",NA,126,136,"medium","meat","beginner",68,NA,2,4.5,6,2098
"7286","8qyhu172-hdazj-853662-c6hcx-q3ofusxe","Desserts & sweets",NA,22,49,"easy","fish","amateurchef",77,NA,4,3,6,1297
"7287","8qz2uisz-y2y5a-009363-xl6jb-206avdey","Baking - savoury",21,9,26,NA,"meat","amateurchef",26,183.24,1,3,5,2298
"7288","8r0wyzl4-i8jvp-478501-uiys9-g4vi5om1","Pasta & rice dishes",8,48,100,"medium",NA,"amateurchef",37,11.52,4,2,3,301
"7289","8r2g25qh-wr19i-455146-5c0k5-5c72rrxb","Desserts & sweets",5,5,72,"medium",NA,"chefcook",69,369.24,2,2,3,2075
"7290","8r3079vt-9ai26-278870-atvfy-ihkqd0so","Main dishes - others",38,135,142,"advanced","fish","chefcook",4,1170.75,2,2,7,1640
"7291","8r3le5q2-8w26n-162492-14qj5-ev22dnua","Baking - savoury",5,41,22,"medium","vegetarian","amateurchef",32,7.2,NA,NA,3,2423
"7292","8r4vv0gx-pdo77-913644-ocn4y-8s70r9mz","Main dishes - others",3,43,58,"medium","meat","beginner",6,NA,3,4.66666666666667,NA,1234
"7293","8r5o01wh-5kw5k-284437-sqzjz-uojwcn3k","Pasta & rice dishes",11,46,143,"medium",NA,"advanced",52,351.21,2,3,1,1885
"7294","8r5u3e0y-0htha-350345-hmcin-m4l8yj8c",NA,27,42,NA,"advanced","vegan","advanced",80,452.59,NA,NA,7,2048
"7295","8r7weule-apv0h-892198-5a9y5-6ue8xq14","Pasta & rice dishes",46,NA,145,NA,"meat",NA,12,919.49,NA,NA,5,1669
"7296","8r93xzze-6qe7k-846588-ymett-tf3v0cyp","Starters",14,NA,NA,"easy","fish",NA,24,363.65,3,3.33333333333333,8,1825
"7297","8rcw1oqz-pn6mn-774144-izeeg-8qaug736","Breads & rolls",NA,142,67,NA,NA,"advanced",64,487.24,2,2,3,1306
"7298","8rd1ms8b-4lcx2-305365-ldbix-7iniya18","Basics",18,139,NA,"advanced","vegetarian","amateurchef",48,NA,3,2,4,1034
"7299","8reffc3j-wcgel-917732-8f0kv-dtk9onen","Starters",13,83,142,"medium","vegan","beginner",-1,228.12,6,3.16666666666667,12,1686
"7300","8rgtx3uy-uofxg-219601-44asm-3uibg7bg","Basics",7,2,77,"easy","vegetarian","amateurchef",62,630.03,2,2.5,3,175
"7301","8rh4vspq-4je8g-851318-ne3b7-bl4dl2di",NA,16,140,102,"easy","meat","amateurchef",-27,NA,NA,NA,12,1022
"7302","8ri76l7w-1od39-293703-uitjb-f57xjeff","Starters",20,62,77,"medium","vegan","advanced",24,437.74,1,1,2,627
"7303","8rlh6u0z-4ykkq-707937-ud3p2-zp5eyksr","Basics",18,15,74,"advanced","fish","advanced",87,636.13,1,2,NA,2128
"7304","8rmxrfhf-p8j6z-169778-6jd2o-tax17vn4","Drinks",38,42,27,"easy","vegetarian","beginner",5,361.39,1,2,5,1227
"7305","8robt0ai-k2xtj-106440-p9zfe-v429564r","Starters",13,39,41,"medium",NA,"chefcook",59,281.02,3,2.66666666666667,3,342
"7306","8roosmck-q1ex3-035053-llo8e-sawccg0c","Baby food",48,89,NA,"medium","fish","beginner",-13,NA,1,2,4,1314
"7307","8rqf8e7f-j8ypq-861611-gb8q1-b5toegfl","Main dishes - others",39,28,45,"medium","vegan","chefcook",57,563.47,2,2.5,3,1218
"7308","8rut11vi-yl96l-116258-38vrz-eoyzcf68",NA,28,100,10,"medium",NA,"chefcook",5,62.92,3,3,2,90
"7309","8ruvumlw-uspwn-533090-w8fr6-jh48rh35","Basics",34,NA,72,"advanced","vegetarian",NA,-6,412.29,2,1.5,2,886
"7310","8rv3iosm-w2xr7-897971-chozj-x8cylt4a","Baking - savoury",30,82,101,"medium","vegan","chefcook",73,15.19,1,2,4,1980
"7311","8rwmzqj4-01s73-956844-9kw6z-6lfb265l","Breads & rolls",9,18,NA,"easy","vegan",NA,35,693.69,2,4.5,6,1881
"7312","8rz76o9r-truei-388525-8oq5z-rtbtxg9x",NA,34,116,118,"advanced","vegetarian","advanced",-15,NA,2,2,2,749
"7313","8s0xkwev-hwpt6-175923-1tymh-h6ga1kzm",NA,20,150,86,"easy","fish",NA,26,899.63,1,2,3,726
"7314","8s3xr9l6-y96kz-091314-5tzjo-t2tbzaul",NA,4,NA,109,"medium","fish","advanced",47,533.21,NA,NA,4,2551
"7315","8s5kuqnv-lscda-508667-nonf2-9lthelvm","Basics",40,61,55,"easy","fish","chefcook",73,308.4,NA,NA,7,867
"7316","8saf73z8-qo6qd-478181-305m8-izte9rf6","Basics",48,18,97,"medium","vegan","advanced",-15,763.38,3,3.33333333333333,5,1176
"7317","8scyvux2-f94x4-023630-7av6s-v0njulra","Sauces, dips & spreads",NA,78,79,"medium",NA,"beginner",68,313,4,1.75,1,2329
"7318","8sdmnx2n-pc9qi-493416-ckb3x-3fbzqh5t","Main dishes - meat",9,72,127,"easy","vegetarian","advanced",37,NA,4,1,6,222
"7319","8sduc2y5-pqi5w-223475-poh0j-x142wuf2","Baby food",3,144,139,"easy","fish","advanced",50,145.16,2,2,3,1760
"7320","8sgj1t8b-ym4wt-740439-nbg63-ypct8yiw","Drinks",41,NA,81,"advanced","fish","advanced",36,166.85,NA,NA,5,1705
"7321","8shgeqbn-da9k1-642063-lioqv-jczzwvxu","Pasta & rice dishes",23,133,126,"easy","vegetarian","chefcook",-13,1061.23,1,1,3,327
"7322","8socm943-tpl7x-028609-wkfoh-sus10fss","Starters",10,53,133,"advanced","vegan","amateurchef",8,476.31,1,4,3,1431
"7323","8sqnqjxh-3p84f-906791-5x02e-t0f3t2od","Main dishes - fish",35,127,55,"easy","fish","beginner",5,959.42,1,1,9,1571
"7324","8srhk51l-s0ary-493372-g9qfu-2eqhrom7","Baby food",2,38,85,"easy","vegetarian","advanced",50,417.45,1,4,5,1412
"7325","8t0ltxth-7fgha-570133-t7yha-0jdd0ac1","Baking - sweet",50,78,109,"medium","vegetarian","chefcook",17,563.72,3,1.66666666666667,2,1136
"7326","8t1v9pmb-9mgwn-649092-a47ea-b45fq18s","Main dishes - others",23,143,89,"easy","meat","beginner",40,NA,2,3.5,2,822
"7327","8t245fdr-n3710-080700-oz89y-vgvqqk4j",NA,28,52,NA,NA,NA,NA,72,465.66,1,5,2,831
"7328","8t33rf4z-4ykdr-361707-3k5d1-0173p9yi","Baking - savoury",1,129,26,"advanced","vegetarian","chefcook",63,818.06,NA,NA,5,881
"7329","8t6cjfou-s8jbi-113740-73fju-tpz5j32y",NA,NA,139,9,"advanced","fish","amateurchef",1,431.04,2,3,10,2379
"7330","8t6e65xg-egrwy-040380-7gu0z-luu3f0et","Baking - savoury",NA,27,111,"advanced","fish","advanced",63,69.93,2,3,NA,478
"7331","8t7mxgnp-c85cq-152994-q5tzr-z24g6pnu","Main dishes - vegetarian",29,102,138,NA,"fish","beginner",52,927.67,NA,NA,6,628
"7332","8t9dm9vm-b6rli-080548-dllis-2xlneffr","Main dishes - others",18,105,13,"medium","meat","advanced",6,NA,1,1,6,1943
"7333","8t9z7akg-gw0pt-259142-vaxmw-us7tlw58","Basics",15,99,43,"advanced","meat","advanced",47,468.28,1,4,4,2194
"7334","8tdmps1x-ks1np-559464-f8rrf-yw5two7y","Soups",NA,88,11,"medium","vegetarian","chefcook",51,281.28,1,3,4,928
"7335","8tgblid6-h8pa8-213415-xrgdh-76bxjoiy","Starters",8,11,18,"medium","meat","advanced",76,432.65,1,1,4,1723
"7336","8tgot1z2-5g9cs-409443-lfw7c-1s9mh36w","Drinks",40,146,97,NA,"fish","chefcook",76,NA,2,1.5,5,1284
"7337","8thmog6k-hqd99-255875-yupuj-ytpnvwum","Side dishes",48,92,98,NA,"vegan","beginner",68,256.12,NA,NA,6,1056
"7338","8tieq3q7-nzuam-401453-zhibb-r05qaptl","Baking - sweet",NA,NA,135,"medium","vegetarian","advanced",47,NA,1,2,6,1597
"7339","8tiwzr83-gwwb5-618744-lz51v-xrc8c7w1","Baby food",13,126,65,NA,"meat","chefcook",63,168.54,NA,NA,4,2512
"7340","8tjg15s1-b5hel-211278-m1os1-r14tz1sk","Main dishes - meat",9,103,56,NA,"vegan","beginner",44,251.4,1,5,2,293
